x,y
0.45107613724025475,15.860653201328947
3.7487034623615823,13.558246191034431
4.444608445241708,24.682177505103127
0.7683797716896739,6.5979233133940784
5.252803362936821,45.927738245499846
4.895369707443587,38.975320993090584
0.6504171787180184,4.562946255985164
3.32734164605096,6.549686004809985
2.7694538566878952,1.2898670594928867
2.2793943300412884,0.25875619764087876
0.9957158260449428,5.622473562649734
5.812270872007568,66.55948935950141
3.0844019007522196,7.165222003953546
3.4565543356595336,13.217564126959356
0.7870524218442734,10.212806957853973
1.4469083564996934,1.3796740685738058
1.1195046657789658,6.62395245496179
2.3335872773473483,1.498148862045793
3.8925945131760744,11.153825534395114
1.7992859223092312,3.9856416475547034
0.39562328622579734,10.53503196904839
2.3627877678444524,2.3042944462678934
5.481013989639351,54.77698145768298
0.434681542340833,9.631872475909
4.135379866422116,17.746075396749596
2.248714000885128,2.508154192424698
2.5023990982764297,0.37364337720453866
1.1683774516979797,5.58920626221377
3.2437628188622307,9.613781078666149
3.644817790930846,15.61619887810982
5.206216002568687,39.42498606903645
3.7720906716651297,16.949823589557777
4.457060303328818,26.314757560353595
2.4899972559379453,-0.3642016353195934
1.5272359410487522,2.5948559697128952
5.019099910350636,38.76760622692779
1.5324094280804814,-2.616391537289898
1.2659297603725155,1.4991460813622588
3.0412138515932745,3.046534856057148
2.9053997284119406,4.308268471251693
1.3392234255120479,2.817556117577925
2.7706785253483637,5.962559414007492
4.4668371880021365,22.53545636683833
5.8237854764465045,61.67598206837993
4.313332978282807,24.305393598700263
0.745711652905932,10.468343380925479
0.5622267470576454,6.221770031129553
2.2877560448307515,0.45475140530944724
1.5539432630290246,-2.2387886590792005
3.6690411679244397,12.647499477457867
1.7218899573840167,0.33977130482968976
3.6707970054365093,11.46808458105907
2.6908316288574143,-1.1229454306170108
5.82188891479968,60.50571871893278
0.06616178900835257,14.403786314548082
5.437958419881092,45.57306991478242
0.7204796501905057,4.6604027955651794
0.2732176217380633,14.10882561122552
1.561527259966628,3.7674280992839706
5.825202027021269,59.03166541980967
4.395150952462389,23.46774824528043
5.672362323476635,53.915478288452555
4.61348424028535,26.762280724572584
2.966376118865538,8.30582415452559
4.068212277951577,17.290660837986653
1.3466495433286512,1.187621757395077
2.3442317445203784,1.7373324528182694
3.2990855311155975,5.455172158003318
4.435977773993565,22.384372420532316
4.799109947113562,35.74555007295177
2.425349261955266,1.6993261398617152
2.7878526530380014,5.345926085622193
2.9087830101454797,-0.7057353153244208
0.9895897758257244,8.523808199483364
2.141036402881416,-1.0149483971483866
0.5474808254139361,13.639241435387955
5.024260288144881,35.02678104685584
1.6185784294689436,-1.017252115305563
1.5466613413566743,0.9333446677187602
1.7403632413952235,5.94367352618908
2.6339248556410424,1.627354585381355
2.740360720251142,6.159070286720593
2.907067468217427,5.007194582503043
1.1020118416495062,6.686406171632957
4.278632813926443,27.479694262804863
5.2036043701874135,48.173402878537246
1.3616761464471523,2.6287234303932463
4.737894314142908,29.53011501412883
1.188511393015414,1.1682343108886573
3.690261627802065,15.844430977224116
1.9337553443612534,2.0658548052640713
3.3767820466081027,8.301778584362298
5.839619685210926,65.40468034534662
2.027458845267696,3.294697829514111
1.170772012094511,3.230533029169721
5.848687733373619,58.66848168600124
1.524945186844502,-1.5845729943206088
3.603574798071631,7.926564389436805
5.190540409003726,43.414682179849045
4.7345768504537435,28.651808562624474
0.22554683037460932,18.20667690735656
1.5611466727158174,1.5056855970382186
0.3843526338020624,7.942935279125677
3.2784096460307195,10.563257422384392
2.7678058307836286,5.922774130296437
2.930299465236162,5.130748085041053
1.5817633994177207,2.999687648268726
2.084063971148771,-2.980862121437469
1.0989641256465583,5.885222148910569
3.9750489014525243,16.782629793425745
3.8503493260394053,10.70201112247204
0.0715106476737315,19.399337799078523
1.8455446109629283,-0.9685447346301865
0.6756004682500536,7.583065788975027
0.8597781954487973,7.635087193453499
5.795164655005868,63.93547801926634
5.42795807857179,50.45448344960936
4.913186752538425,32.04972291113047
1.0714407014843375,4.120537192459584
4.044052675461181,16.64456926241954
2.176821093586178,-0.14696335979052755
1.0065255367933024,7.542927250622058
5.630313573209033,56.11469532279477
3.104225650852063,9.905316834644973
3.3739625861088385,9.572690020079232
4.027703816965468,20.55291160112107
4.1543761040599065,16.655101911768988
3.1948398364942325,6.426871414999308
5.349607987274175,46.341107556614205
1.864385670028701,3.6485097630820285
5.379567171131613,44.871541498657656
2.2082266090200933,4.828174572622944
3.4065654326139327,12.232246218693508
2.985643943210831,8.756384627576558
